name,Total Positive cycles,RACIPE JSD1 from WT,RACIPE JSD2 from WT,Boolean JSD from WT,Plasticity1,Plasticity2
SNAI2-VIM-1-2,3111,0.071899119,0.071899119,0.045407101,0.9424,0.9424
TCF3-CDH1-2-0,3111,0.060928078,0.060928078,0.000790921,0.9465,0.9465
TCF3-CDH1-2-1,3111,0.070288773,0.070288773,0.000615828,0.9442,0.9442
TGF-beta-GSC-1-0,1404,0.083356921,0.083356921,0.191818904,0.9002,0.9003
TGF-beta-SNAI1-1-0,2440,0.0804075,0.0804075,0.001207049,0.9237,0.9237
TGF-beta-SNAI1-1-2,2440,0.111473395,0.111473395,0.012154351,0.8422,0.8422
TGF-beta-SNAI2-1-0,2587,0.067757058,0.067757058,0.027152821,0.9285,0.9285
TGF-beta-SNAI2-1-2,2587,0.113795072,0.113795072,0.032645311,0.8669,0.8671
TWIST1-CDH1-2-0,3111,0.063402943,0.063402943,0.000418848,0.9453,0.9453
TWIST1-CDH1-2-1,3111,0.06514734,0.06514734,0.000725149,0.9395,0.9395
TWIST1-FOXC2-1-0,2832,0.076774314,0.076774314,0.017125152,0.9448,0.9448
TWIST1-FOXC2-1-2,2832,0.13260095,0.13260095,0.0638596,0.9425,0.9425
TWIST1-SNAI1-1-0,2632,0.069918166,0.069918166,0.011888156,0.944,0.944
TWIST1-SNAI1-1-2,2632,0.091945503,0.091945503,0.016887297,0.9311,0.9312
TWIST1-SNAI2-1-0,2522,0.064939018,0.064939018,0.030997468,0.9411,0.9412
TWIST1-SNAI2-1-2,2522,0.080656185,0.080656185,0.031328245,0.9129,0.9129
TWIST1-TCF3-1-0,3111,0.069753808,0.069753808,0.317116956,0.939,0.939
TWIST1-TCF3-1-2,3111,0.060917036,0.060917036,1,0.9414,0.9414
TWIST1-VIM-1-2,3111,0.075913352,0.075913352,0.04595111,0.9407,0.9407
TWIST1-ZEB1-1-0,2832,0.075691727,0.075691727,0.015520943,0.9484,0.9484
TWIST1-ZEB1-1-2,2832,0.093473605,0.093473605,0.013938886,0.9473,0.9473
TWIST1-ZEB2-1-0,2797,0.065945657,0.065945657,0.008939358,0.9473,0.9473
TWIST1-ZEB2-1-2,2797,0.072728097,0.072728097,0.009700207,0.9388,0.9389
TWIST2-CDH1-2-0,3111,0.069958575,0.069958575,0.000411616,0.9451,0.9451
TWIST2-CDH1-2-1,3111,0.064722395,0.064722395,0.000434143,0.9396,0.9396
TWIST2-SNAI1-1-0,2754,0.073231915,0.073231915,0.012423309,0.9298,0.9298
TWIST2-SNAI1-1-2,2754,0.085878839,0.085878839,0.018449749,0.89,0.89
TWIST2-SNAI2-1-0,2844,0.059384511,0.059384511,0.003743051,0.9367,0.9367
TWIST2-SNAI2-1-2,2844,0.069455372,0.069455372,0.006227085,0.9182,0.9184
TWIST2-TWIST1-1-0,2406,0.063848019,0.063848019,0.01090599,0.9295,0.9295
TWIST2-TWIST1-1-2,2406,0.083365012,0.083365012,0.050927609,0.8978,0.8979
TWIST2-ZEB1-1-0,2897,0.064270292,0.064270292,0.014208419,0.9417,0.9417
TWIST2-ZEB2-1-0,2746,0.070755337,0.070755337,0.009314077,0.9476,0.9476
TWIST2-ZEB2-1-2,2746,0.073993015,0.073993015,0.012039737,0.944,0.9441
WT,3111,0,0,0.000205552,0.9385,0.9385
ZEB1-CDH1-2-0,3111,0.070406584,0.070406584,0.000618312,0.9452,0.9452
ZEB1-CDH1-2-1,3111,0.067890327,0.067890327,0.000466912,0.9397,0.9398
ZEB1-miR-141-2-0,2506,0.30242692,0.30242692,0.252600969,0.9258,0.9259
ZEB1-miR-141-2-1,2506,0.786435551,0.786435551,1,0.9051,0.9051
ZEB1-miR-200a-2-0,2683,0.080253496,0.080253496,0.002248152,0.9374,0.9374
ZEB1-miR-200a-2-1,2683,0.349148102,0.349148102,0.267376281,0.9221,0.9222
ZEB1-miR-200b-2-0,2728,0.07111416,0.07111416,0.012125905,0.9422,0.9422
ZEB1-miR-200b-2-1,2728,0.156933036,0.156933036,0.051141203,0.934,0.934
ZEB1-miR-200c-2-0,2683,0.071381757,0.071381757,0.001725408,0.936,0.936
ZEB1-miR-200c-2-1,2683,0.344541887,0.344541887,0.267906147,0.928,0.928
ZEB1-miR-34a-2-0,2086,0.096665688,0.096665688,0.010275786,0.8851,0.8851
ZEB1-VIM-1-0,3111,0.06483481,0.06483481,0.000511875,0.9451,0.9452
ZEB1-VIM-1-2,3111,0.074153837,0.074153837,0.000676381,0.9418,0.9418
ZEB1-ZEB1-1-0,3110,0.065570913,0.065570913,0.000274167,0.9402,0.9402
ZEB1-ZEB1-1-2,3110,0.069242716,0.069242716,0.019201484,0.9372,0.9372
ZEB2-CDH1-2-0,3111,0.062932166,0.062932166,0.000344816,0.9447,0.9448
ZEB2-CDH1-2-1,3111,0.075536884,0.075536884,0.000470738,0.9435,0.9436
ZEB2-miR-200a-2-0,2193,0.077013494,0.077013494,0.003484882,0.9416,0.9416
ZEB2-miR-200a-2-1,2193,0.345663084,0.345663084,0.213562457,0.9332,0.9333
ZEB2-miR-200b-2-0,2386,0.078565084,0.078565084,0.006477383,0.9467,0.9467
ZEB2-miR-200b-2-1,2386,0.148214778,0.148214778,0.038042819,0.935,0.935
ZEB2-miR-200c-2-0,2193,0.069473564,0.069473564,0.003639547,0.9458,0.9458
ZEB2-miR-200c-2-1,2193,0.335934625,0.335934625,0.219194576,0.9281,0.9281
ZEB2-VIM-1-0,3111,0.062027004,0.062027004,0.000230775,0.9448,0.9448
ZEB2-VIM-1-2,3111,0.095882352,0.095882352,0.000457754,0.9463,0.9463
ZEB2-ZEB2-1-0,3110,0.059685764,0.059685764,0.000458464,0.9427,0.9427
ZEB2-ZEB2-1-2,3110,0.061913469,0.061913469,0.004674673,0.9404,0.9404
FOXC2-ZEB1-1-0,2497,0.99960389,0.99960389,0.014571803,0.9439,0.9439
FOXC2-ZEB1-1-2,2497,0.07170149,0.07170149,0.012186397,0.9458,0.9458
GSC-FOXC2-1-0,2975,0.063782484,0.063782484,0.000402745,0.9453,0.9453
GSC-FOXC2-1-2,2975,0.076334123,0.076334123,0.000290871,0.9397,0.9397
GSC-SNAI1-1-0,2440,0.080064931,0.080064931,0.001317818,0.9493,0.9493
GSC-SNAI1-1-2,2440,0.090596974,0.090596974,0.009316948,0.9209,0.9209
GSC-TWIST1-1-0,2375,0.071965638,0.071965638,0.007520489,0.9499,0.9499
GSC-TWIST1-1-2,2375,0.081218828,0.081218828,0.01324869,0.9232,0.9233
GSC-ZEB1-1-0,2975,0.060045029,0.060045029,0.00372137,0.9483,0.9483
GSC-ZEB1-1-2,2975,0.077676101,0.077676101,0.022130519,0.9407,0.9407
GSC-ZEB2-1-0,3083,0.06929261,0.06929261,0.002140955,0.9427,0.9427
GSC-ZEB2-1-2,3083,0.070365846,0.070365846,0.007940842,0.9431,0.9431
KLF8-CDH1-2-0,3111,0.99960312,0.99960312,0.000645884,0.9447,0.9447
KLF8-CDH1-2-1,3111,0.063885469,0.063885469,0.000835521,0.946,0.946
